,amp
1577,-7.60E-13
1578,-5.36E-13
1579,-5.14E-13
1580,-2.97E-13
1581,-5.55E-13
1582,-3.34E-13
1583,-1.32E-13
1584,-1.82E-13
1585,-3.78E-13
1586,-1.58E-13
1587,-4.25E-14
1588,-2.22E-13
1589,-9.88E-14
1590,-5.20E-14
1591,-8.40E-14
1592,-6.81E-15
1593,-1.39E-13
1594,1.27E-13
1595,-1.89E-13
1596,-7.85E-14
1597,-1.59E-14
1598,1.66E-14
1599,4.49E-14
1600,1.09E-14
1601,-1.51E-13
1602,-3.68E-14
1603,1.09E-13
1604,7.72E-15
1605,-1.20E-13
1606,4.84E-14
1607,1.83E-14
1608,-2.99E-14
1609,-2.63E-14
1610,-6.38E-14
1611,1.23E-14
1612,1.29E-13
1613,-1.26E-13
1614,2.33E-14
1615,-9.43E-14
1616,2.21E-13
1617,-1.21E-13
1618,-1.54E-14
1619,3.21E-14
1620,1.43E-13
1621,-3.57E-13
1622,8.63E-14
1623,1.46E-13
1624,1.10E-13
1625,-2.11E-13
1626,6.32E-14
1627,-4.95E-14
1628,6.39E-14
1629,-6.26E-14
1630,3.43E-14
1631,1.18E-13
1632,-5.96E-14
1633,-3.49E-14
1634,-1.95E-14
1635,-6.51E-14
1636,1.58E-13
1637,-1.24E-13
1638,3.75E-14
1639,6.84E-14
1640,9.55E-15
1641,-1.28E-13
1642,4.69E-14
1643,-2.86E-14
1644,5.77E-14
1645,-1.92E-14
1646,2.28E-14
1647,-1.84E-14
1648,-4.57E-14
1649,2.27E-14
1650,2.17E-14
1651,-5.07E-14
1652,5.15E-14
1653,-2.69E-14
1654,1.24E-14
1655,4.40E-14
1656,-6.33E-14
1657,2.21E-15
1658,-5.75E-14
1659,2.32E-13
1660,-9.43E-14
1661,-1.68E-13
1662,6.28E-14
1663,6.85E-14
1664,4.56E-14
1665,-1.50E-13
1666,4.73E-14
1667,9.65E-14
1668,-2.27E-14
1669,-3.64E-14
1670,4.64E-14
1671,-1.42E-13
1672,1.55E-13
1673,-1.26E-13
1674,1.13E-13
1675,-1.35E-13
1676,1.24E-13
1677,1.04E-13
1678,-9.02E-14
1679,-9.78E-14
1680,-5.12E-16
1681,1.72E-14
1682,4.19E-14
1683,5.56E-14
1684,-9.95E-14
1685,3.83E-14
1686,6.69E-14
1687,-1.24E-13
1688,4.08E-14
1689,6.59E-15
1690,7.97E-14
1691,-5.93E-14
1692,8.46E-15
1693,-1.29E-13
1694,9.04E-14
1695,1.34E-13
1696,-1.65E-13
1697,-3.95E-15
1698,3.91E-14
1699,6.79E-14
