,amp
103,-5.789960281634905e-14
104,-1.5349298584514574e-14
105,3.470077032762502e-14
106,-3.316148150786993e-14
107,4.671441292476118e-14
108,-2.077707540658932e-14
109,-6.108891703583652e-14
110,-1.869528935757988e-14
111,1.625239721558787e-13
112,-8.718347692918384e-14
113,-3.5745493472126205e-14
114,-1.4854258215812163e-14
115,5.109829372711681e-15
116,-4.170528990836279e-14
117,2.4211585255108565e-13
118,-1.7001393708017252e-13
119,-5.4354555650484937e-14
120,4.1927703081302284e-14
121,5.399550568285684e-14
122,-5.849281306769574e-15
123,-8.529737046277887e-15
124,-8.01507986850081e-14
125,2.534362322882652e-14
126,-1.1263216852891106e-14
127,6.766890239678939e-14
128,-6.239447125384692e-14
129,-6.59561030611702e-14
130,5.849474604790913e-14
131,-8.881576174986339e-14
132,1.3550312654634245e-13
133,1.0280387986265434e-14
134,5.4332271475464285e-14
135,-1.1157293471339824e-13
136,-2.089034180729929e-16
137,-5.3329472447096793e-14
138,1.8908018598854336e-13
139,-1.1288561789209445e-13
140,2.0240816402622428e-14
141,-1.4174107533245522e-13
142,1.3839035455730974e-13
143,-6.028315525133567e-14
144,5.95762369431552e-14
145,3.790134403552233e-14
146,-1.1216447926984143e-13
147,6.94567296637089e-14
148,-8.738328433571499e-15
149,-1.0149736263294516e-13
150,7.721385593894788e-14
151,1.0308048912123168e-13
152,-7.020235426499433e-14
153,2.9578340180800067e-14
154,-4.1720198792799353e-14
155,-6.423220491990949e-15
156,-9.62159461098248e-14
157,1.4521911357547293e-13
158,-4.433530532398064e-14
159,-3.233047364718774e-14
160,3.5323746969702335e-14
161,-2.9783992783325406e-14
162,4.038455184798711e-14
163,-1.4691107393331132e-14
164,2.179396487164123e-14
165,1.21712811345763e-14
166,-1.0921540019909339e-13
167,4.101662010013771e-14
168,6.84605770274206e-14
169,-6.409870542995006e-14
170,1.809600299223637e-14
171,5.112227141849921e-14
172,-4.904727058122969e-14
173,1.2847150106559625e-13
174,-1.8238859469380787e-13
175,1.0082664124173514e-13
176,-5.5044797444823536e-14
177,1.7070713908393705e-13
178,-1.8716219351509877e-13
179,-4.332000615803889e-14
180,9.460791366166472e-14
181,3.862652102235967e-14
182,-4.032417893056219e-14
183,1.8169893182451928e-14
184,3.747527669771114e-14
185,3.972678497747886e-14
186,-1.4450325703856818e-13
187,1.7608102928121905e-14
188,7.175644685263626e-14
189,-1.033463804668112e-13
190,9.818434048996083e-14
191,-2.7172969165337395e-16
192,-1.5058952896157727e-14
193,-4.461561464460734e-14
194,5.076928522866042e-14
195,-7.937417472892447e-14
196,4.6748188745468905e-14
197,-5.589533866634173e-14
198,5.23451393964088e-14
199,5.24416160107777e-14
200,-1.4907327719472828e-13
201,8.906202648107183e-14
202,-6.193613262666311e-14
203,1.0496968892820437e-13
204,-4.666500591620493e-15
205,-7.083715769438994e-14
206,-5.2931372013723896e-15
207,3.135580281085103e-14
208,3.8940862159303565e-15
209,-5.948152753530383e-14
210,8.466956923916583e-14
211,-1.821826425259045e-14
212,1.2831973380020514e-14
213,2.0965889562154716e-14
214,4.830608334140837e-15
215,-9.858837300449109e-14
216,4.593903776923515e-14
217,5.836171026561478e-14
218,-5.8775759071189e-14
219,5.974711199161173e-14
220,-9.158216990407508e-14
221,4.850059931675058e-15
222,8.197835981717881e-14
223,-3.559808534803239e-14
224,-1.0434299283973494e-14
225,9.389969998460667e-14
226,-1.3780991068126013e-13
227,5.2312388842845e-14
228,-1.0977560082033552e-14
229,5.0770943500150576e-14
230,-1.674470479437829e-13
231,2.4094918188574053e-13
232,-1.0122695081618517e-13
233,-4.9288168864674104e-14
234,2.1820508267937833e-14
235,5.737475246586037e-14
236,-3.3663514064885795e-14
237,2.930007965193067e-15
238,-2.5365746543780012e-14
239,2.300836010594144e-14
240,-4.7296063927474955e-14
241,4.398556158509239e-14
242,1.5527218164051334e-14
243,-2.776660808348251e-14
244,-5.707092606691011e-14
245,5.467155407362251e-14
246,1.4508911182996277e-14
247,-7.596052049198097e-14
248,-2.576451683391683e-14
249,4.007286818696518e-14
250,1.3296690003338463e-13
251,-1.2101161116605242e-13
252,1.2532800023021787e-14
253,-2.2545116524225733e-14
254,3.903280969210639e-14
255,-3.6197200676039084e-14
256,8.583086680272276e-15
257,2.657480705726137e-14
258,-1.664578876934504e-14
259,2.568217040732231e-14
260,-5.637542014576756e-15
261,-6.1461958178806206e-15
262,9.042181305448621e-14
263,-1.6642478005843517e-13
264,6.39372153718971e-14
265,-7.18082614404382e-14
266,8.578955204132789e-14
267,5.366008070401617e-14
268,-1.5147917603179215e-13
269,1.674228579497436e-13
270,-2.2883224370210187e-15
271,-8.979727533263939e-14
272,1.0029440718373353e-13
273,-2.926626135404997e-14
274,-9.91599361254408e-14
275,1.2803863430711944e-13
276,-1.447773980164425e-13
277,5.413281354713398e-14
278,7.787963211862492e-14
279,-1.048926756122031e-13
280,-1.9537999407913835e-14
281,1.3567034623689155e-14
282,-3.009423792947925e-14
283,1.692773343273033e-13
284,-5.91033230247493e-14
285,-8.360619143135589e-15
286,-6.624855794799693e-14
287,3.3325968278621786e-14
288,1.2285052002580018e-16
289,-3.785744348288711e-14
290,1.2734602722419096e-13
291,-1.0772631397120232e-13
292,4.3141083408651835e-14
293,2.9684074869342695e-14
294,3.206878034163586e-14
295,-2.275297445867806e-13
296,1.3995856661244375e-13
297,2.806870558934245e-14
298,-5.877138689436799e-14
299,5.442284208074026e-14
300,-5.632720382648613e-14
301,-5.042878064797085e-14
302,1.670785430575076e-13
303,-1.37482383288965e-13
304,1.5958638328146674e-13
305,-7.886576831193528e-14
306,-4.57390389296628e-14
307,-4.565422115924374e-14
308,3.216553210001578e-14
309,1.444764870680318e-14
310,-1.7346030568518813e-14
311,2.581769387074246e-14
312,-2.2005226522049776e-14
313,4.604026384229183e-14
314,-8.235274546654171e-14
315,9.960614531668965e-14
316,-7.319687825940138e-14
317,-8.226336971753232e-15
318,1.492465810466649e-13
319,-5.4078934186814977e-14
320,-8.325198201976067e-14
321,-3.0230188411405015e-14
322,1.1559625404437413e-13
323,-7.21002379198615e-15
324,-1.2001264667752959e-14
325,4.350054427542932e-14
326,-1.4469019540774103e-13
327,9.628792730121477e-14
328,1.0949412516658081e-13
329,-1.4866026784949937e-13
330,5.3705520445166406e-14
331,6.242369259223706e-14
332,-1.0986655625450658e-13
333,1.4799171401888696e-13
334,-9.60734078103887e-14
335,-8.484073143679007e-14
336,1.0349928604274205e-14
337,8.599130064648299e-14
338,-4.0548463860124656e-14
339,5.088102260620775e-14
340,8.275851540429007e-16
341,-4.053174830219207e-14
342,5.7229531788173396e-15
343,-4.813834467783976e-14
344,6.536354734331938e-14
345,-6.642486610356804e-14
346,-2.9045535200625933e-15
347,4.881131037376519e-14
348,-4.1127404269058756e-14
349,5.5031617767088085e-14
350,-3.487140117219289e-14
351,-2.1979057469657637e-14
352,-6.795194900840441e-14
353,1.4669418256708047e-13
354,-6.60864503907223e-15
355,-9.144438476940484e-14
356,2.3672354179186663e-14
357,-5.2551510477229975e-14
358,6.339485785634226e-14
359,7.807124730694535e-14
360,-9.664093065038086e-14
361,-1.2247883597890213e-14
362,7.581262565665574e-14
363,-1.4085561126061966e-13
364,4.9088869748622604e-14
365,7.935974291061004e-14
366,-8.235953972271276e-14
367,7.107403704633297e-14
368,-2.756572877089302e-14
369,-9.573881472211588e-15
370,1.4181906883818667e-14
371,-5.4854278281498855e-14
372,1.1347171130294403e-13
373,-9.521482954639604e-14
374,8.883896609572663e-14
375,-9.852994362165789e-14
376,-1.7517457978864196e-14
377,7.320333406851576e-14
378,7.448506491551545e-14
379,-6.73480137382489e-14
380,-6.37681249550141e-14
381,6.824922798175968e-14
382,-4.772524103535708e-14
383,8.608298549934289e-14
384,-1.0265652520496505e-13
385,1.1224475526830666e-13
386,-8.267125326065447e-14
387,-1.1028401842859564e-14
388,1.6264833749093653e-14
389,6.979360123422291e-14
390,-1.0582431843227787e-13
391,-1.2299349502112108e-14
392,3.4349023983234294e-14
393,-2.920746586590107e-14
394,-1.4167812748796702e-14
395,9.552149923826266e-14
396,-2.5476285525419925e-14
397,-2.4822816361695738e-14
398,-2.568890912754554e-14
399,3.69891727001659e-14
400,8.925020600497959e-15
401,-6.185997055641393e-14
402,-1.82120054780532e-14
403,1.378956671502243e-13
404,9.528226331403534e-15
405,-1.3250496543883923e-13
406,1.1291743785500226e-13
407,-1.2442073925553945e-13
408,7.846596658493245e-14
409,2.7068752228800875e-14
410,-9.008832155307664e-14
411,2.6575941027446826e-14
412,4.0919817940601063e-14
413,1.999760221462171e-14
414,4.096612139617548e-15
415,-7.291206152722228e-14
416,1.8241324407209836e-14
417,-3.0847924174829977e-14
418,-7.251835397022037e-15
419,1.1799430922598463e-13
420,-1.4521475767396473e-13
421,1.7501053245517096e-13
422,-4.09516428822364e-14
423,-9.960034118333116e-14
424,5.882575240537414e-14
425,6.958378922299732e-16
426,-3.542207531905936e-14
427,4.921385714330813e-14
428,2.6105881637013668e-14
429,-4.383942918334564e-14
430,-9.011528404419672e-14
431,9.465470808415972e-14
432,8.414795157856035e-14
433,-4.485773352109545e-14
434,-6.162641702512942e-14
435,3.57458168845983e-14
436,-7.804027193099111e-14
437,-9.658059702688035e-15
438,1.4749529856610122e-14
439,5.2807787346064405e-14
440,7.030774453130059e-14
441,-5.216248614698283e-14
442,-4.459284010976656e-14
443,-5.906157627218432e-15
444,-7.847772494302725e-14
445,2.224222859821776e-13
446,-2.6700134938155824e-13
447,1.763092448391592e-13
448,-8.988077702555036e-14
449,1.042567096856076e-13
450,-8.396342122395305e-14
451,3.6456814307795895e-14
452,-3.387769899331673e-14
453,5.513460077341122e-14
454,-3.83732452290343e-14
455,3.793999938164236e-14
456,4.4754453343062574e-14
457,-3.919153401485827e-14
458,6.26240990036876e-14
459,-5.6457432564684346e-14
460,-3.9077998912461377e-14
461,-1.1275127200673358e-14
462,6.394447684353617e-14
463,-8.726716940981199e-14
464,5.3064667217928026e-15
465,1.3329238429137852e-13
466,-1.4089442644486784e-13
467,2.9580790072617456e-14
468,2.0950074040057905e-15
469,-3.635545368476688e-14
470,5.5377826471182485e-14
471,-4.802405557083792e-15
472,-3.890195194272971e-14
473,7.046428889191927e-14
474,5.947635451902774e-14
475,-1.2637146453750436e-13
476,1.940878545157064e-14
477,-4.580393648720117e-14
478,7.875463722879436e-14
479,7.569698825520837e-15
480,-4.009042534734418e-14
481,7.500704989810043e-14
482,-4.571079482516492e-15
483,-4.053005088811045e-14
484,6.017398903598725e-15
485,-1.791754596412999e-14
486,-6.531089469217482e-14
487,1.610062656148984e-13
488,-2.1250590144584166e-13
489,1.693234166099519e-13
490,-7.702150564960956e-14
491,3.140743209069774e-14
492,-8.348408802900377e-14
493,1.361161285933559e-13
494,-2.9624010992205265e-15
495,-6.823315324595116e-14
496,-4.0755276400158725e-14
497,3.679017487748432e-14
498,5.626623375524885e-14
499,-1.1568895291357694e-15
500,-1.1411694427921497e-13
501,5.5827216002600417e-14
502,-5.493978259658564e-14
503,5.6475932647519154e-14
504,-3.924877072518259e-14
505,-1.3971721341623918e-14
506,3.2161897166119224e-14
507,1.237095092330633e-13
508,-7.745180119397904e-14
509,-5.073727855147803e-14
510,-5.701220012020185e-14
511,4.879040294424432e-14
512,5.94263070396681e-14
513,4.036668420846037e-14
514,-4.5149677964117674e-14
515,-9.543608160640176e-15
516,-3.545024506894865e-14
517,1.023927312581673e-13
518,-1.1701446348330547e-13
519,2.0987987505008647e-13
520,-2.275565841321517e-13
521,1.5592581813930264e-13
522,-2.367339923743142e-13
523,2.0292484124672443e-13
524,-6.317245374005852e-14
525,6.672431620972875e-14
526,-9.988208670870837e-14
527,9.454029695448703e-14
528,8.901332949382933e-15
529,-8.547969932678263e-14
530,-4.4114820306562087e-14
531,1.7658016323800884e-13
532,-5.029877933921335e-14
533,-9.638603578101701e-14
534,8.905293881883606e-14
535,7.63785895488446e-15
536,-1.4309651141891954e-13
537,1.3620739715017853e-13
538,-7.624398968352854e-16
539,-9.321622878790805e-14
540,5.285173689891164e-14
541,-7.720534574100636e-14
542,8.696351970943445e-15
543,5.030791655428088e-14
544,8.575408818315261e-15
545,2.879322970443199e-14
546,-1.0175081189554456e-13
547,1.3833526607092418e-13
548,-4.6523513047833615e-14
549,6.505202208658694e-14
550,-1.0078465962473718e-13
551,2.999309585146131e-14
552,-3.1410999956231705e-14
553,1.0078476605807868e-14
554,-2.0212836023647507e-14
555,7.744515984793478e-14
556,-8.254409743462729e-14
557,7.193934874346355e-14
558,-1.7976620058427705e-14
559,-6.573015009093932e-14
560,-3.3600813484532986e-14
561,3.113600882779365e-14
562,9.455945084498262e-16
563,7.06661907917876e-14
564,-2.52771267334557e-14
565,-1.3681389393733878e-14
566,3.6463692208970555e-14
567,-9.510605233185841e-14
568,4.970459060832757e-14
569,1.57853129783718e-14
570,1.5796282152245614e-14
571,-6.055491241134214e-14
572,3.058233100768897e-14
573,1.7677760348471012e-14
574,-7.402340789457808e-14
575,5.75941591843868e-14
576,-3.123423310057207e-14
577,1.08677233625727e-13
578,-8.600297268857065e-14
579,8.031149506427268e-14
580,-1.0833043037242915e-13
581,8.446984374744101e-14
582,-1.0198871792102123e-13
583,5.1822789187865694e-14
584,2.3854208572225827e-15
585,1.7117201039326038e-13
586,-2.4539673405830794e-13
587,1.0256529492667465e-13
588,-1.0595510700993083e-13
589,1.3776970875417736e-13
590,1.1228893223141639e-14
591,-8.277855441541474e-15
592,-5.1784557395874707e-14
593,7.50107362534286e-14
594,8.157481842689411e-14
595,-2.28427881376653e-13
596,3.739360030488326e-14
597,1.221460286358504e-13
598,-6.466591250008e-14
599,-1.0037674069879145e-13
600,7.683566276746853e-14
601,8.866554391480972e-14
602,-8.705491506455781e-14
603,4.509760780705328e-14
604,-9.031805394817762e-14
605,6.286211529651277e-15
606,-2.62725372784035e-14
607,8.044211897731876e-14
608,-3.6949578851472956e-14
609,1.0771394791240516e-13
610,-1.0381772318107222e-13
611,-9.556608785289808e-14
612,1.275928173423695e-13
613,-5.89949484439596e-15
614,-5.127206539549623e-15
615,2.5545581801624245e-14
616,-2.4891878364423e-14
617,-8.176883156911445e-14
618,1.6921987521486177e-13
619,-6.69366009253393e-14
620,1.019304977180827e-14
621,-7.699068152102549e-14
622,3.6744436329898096e-14
623,-3.7975118549028726e-14
624,1.1643138558257934e-13
625,-6.027134437967325e-14
626,2.736209393714801e-14
627,-4.887683624697959e-14
628,4.928190721894018e-14
629,-8.862350400077721e-15
630,-8.313609761747742e-15
631,-1.9588809287288006e-14
632,-3.314843054096046e-14
633,6.167250871710452e-14
634,-4.504174202718325e-14
635,4.841317714939466e-14
636,-8.951962210095983e-15
637,-6.148886903644981e-14
638,9.569948280650898e-14
639,4.444783735435095e-14
640,-1.4230159546764465e-13
641,7.329372752582589e-14
642,-1.1186696533200125e-13
643,1.8932739022723346e-13
644,-1.1809251094260272e-13
645,-8.919725775850242e-14
646,1.9092903202069946e-13
647,-4.69232365028341e-14
648,-1.412115284781688e-13
649,8.67792048436102e-14
650,4.118184700217806e-14
651,-1.0585141198843273e-13
652,3.250760071724674e-14
653,7.805247796362262e-14
654,-4.4348865006125225e-14
655,-2.5100316137577028e-14
656,-1.2951158674845164e-15
657,1.7416584926859303e-14
658,-8.9322995141332e-15
659,3.4949385470325033e-14
660,-3.9515604935946534e-14
661,1.767192835388093e-14
662,-1.7616307879453045e-14
663,3.09094071664301e-14
664,8.994564285802767e-14
665,-1.6580997522118384e-13
666,9.500943793806445e-14
667,-4.0270653174479066e-14
668,6.683713100703413e-14
669,-7.995322680216247e-14
670,-1.441600327766081e-14
671,1.205936339930034e-13
672,-1.300709039721341e-13
673,6.37490320096849e-14
674,-1.485831338255057e-14
675,5.0629731741899194e-14
676,-1.1474439312230952e-13
677,4.090521208271116e-14
678,4.8788150530585767e-14
679,-1.8622496481751712e-14
680,-2.6619140640136856e-14
681,5.781010619945253e-15
682,5.544927266795991e-14
683,-1.3437679959575276e-13
684,6.961730232624431e-14
685,1.0401138324488397e-13
686,-1.7853417894223383e-13
687,9.59421804393262e-14
688,6.438343060683633e-14
689,-3.055354649935766e-14
690,2.398749153339807e-14
691,-8.517497945574716e-14
692,-2.1037788121298694e-14
693,-2.153986349526314e-14
694,7.684399716394228e-14
695,-4.4552048234071686e-14
696,8.012551463992353e-15
697,8.107985300405985e-15
698,1.7484741488365687e-14
699,2.445924931567125e-14
700,-5.630192383938023e-14
701,5.8184824332619e-14
702,-6.356603322675493e-14
703,1.2578494061954772e-13
704,-1.251117724466246e-13
705,1.4778904300951068e-13
706,-8.661159164785855e-14
707,-4.043551566483633e-14
708,-4.329929087033258e-14
709,1.315519154961783e-13
710,-9.831724837776895e-14
711,2.7967658293891306e-14
712,-3.349352266018321e-14
713,5.527967701462926e-14
714,1.3238827883172864e-13
715,-1.3440035599581977e-13
716,2.8429775234030907e-15
717,-4.0431377174474205e-14
718,3.744695432565991e-14
719,-4.3318319144204895e-14
720,3.246183542649373e-14
721,-5.4083481067063874e-14
722,3.212847190552677e-14
723,7.624039102757175e-14
724,-7.073468537056007e-14
725,-7.0872807031001e-14
726,9.94617085999076e-14
727,4.164496412536786e-14
728,-1.3781233254194596e-13
729,1.110363739527531e-13
730,4.704834532001703e-14
731,-9.178375381856912e-14
732,-3.761296100285534e-14
733,7.248737227446946e-15
734,1.200183743650145e-13
735,-1.2393074459034796e-13
736,1.0593835823135264e-14
737,2.2420630200145473e-14
738,1.2629485721806152e-14
739,6.756735539919608e-14
740,-4.5613714781151343e-14
741,5.247881807121643e-14
742,-1.0731613464957548e-13
743,4.7377999362752604e-14
744,-6.569396587422712e-16
745,-7.57319426094326e-14
746,6.8241573569635676e-15
747,7.004860881345641e-14
748,-7.980208092704594e-14
749,4.026802941205771e-14
750,-3.020062911255857e-14
751,5.984196252408454e-14
752,1.0258127357812269e-14
753,3.981021256442994e-14
754,-5.594027084129288e-14
755,-1.9848178420542662e-14
756,-7.432204690897404e-14
757,2.3649525654096104e-14
758,1.421316322103263e-14
759,1.0971299696738054e-13
760,-2.4179490479513795e-14
761,-7.320351669107591e-14
762,1.0988407621166064e-13
763,-1.621305398755537e-13
764,1.5126441393854128e-13
765,-1.5480527314172833e-13
766,5.358322387817688e-14
767,1.1212016218678427e-13
768,-1.5024698077973678e-13
769,4.39504041914018e-14
770,9.978030993113114e-14
771,-8.26298720296728e-14
772,-5.165266714516298e-16
773,1.3425083617211097e-14
774,-4.657682236140008e-14
775,1.321025327203804e-13
776,-6.816126164848717e-14
777,3.614445278546382e-14
778,-1.0907380018084973e-14
779,-1.1083545000817432e-13
780,1.0794793862098467e-13
781,-3.5565138835224895e-15
782,-1.0174231735101006e-13
783,1.0029859589581638e-13
784,3.265508830111658e-14
785,-4.80939850471866e-14
786,-3.938259420192366e-14
787,5.595857543841675e-14
788,-1.1325264654182583e-13
789,1.0291210936267373e-13
790,-2.7389844766736516e-14
791,1.623945106217912e-14
792,7.519049366668327e-16
793,-1.7917899619635354e-14
794,4.4454911443792264e-14
795,-1.7572954388916257e-14
796,-9.304093288989675e-15
797,9.723784727734892e-14
798,-1.64460607850562e-13
799,-2.6210765376797613e-14
800,8.89679563321324e-14
801,1.1820420197990046e-14
802,-2.01252372044684e-14
803,3.7369499734380655e-14
804,1.0463896260146248e-14
805,-1.064488732255866e-13
806,1.9178389876257536e-14
807,9.791052599292809e-14
808,-1.4709179098176015e-14
809,6.010858558034151e-14
810,-8.494031682028736e-14
811,-3.1201046394101614e-14
812,3.5971717351238245e-14
813,1.105610356493988e-14
814,-5.213827290118661e-14
815,1.1569918550325417e-13
816,-1.3373087803087984e-13
817,1.2506819034897346e-13
818,-3.669949247355099e-14
819,-2.4489731564205063e-14
820,-1.2399951626642222e-13
821,2.2044190225341985e-13
822,-2.0471144495112746e-13
823,5.583737263488675e-14
824,1.4968354789097897e-16
825,1.1619807309081608e-13
826,-1.221358029380547e-13
827,9.616695609751592e-15
828,9.370835329043709e-14
829,-9.867760385317084e-14
830,7.139299881330118e-14
831,-7.6792388834878e-14
832,5.605306900587903e-14
833,-1.9238513144894195e-14
834,-2.4160026591254423e-14
835,2.356690568843948e-14
836,3.938380178631204e-14
837,-1.6184235567694705e-13
838,6.545865603789648e-14
839,7.63417094488364e-14
840,5.545547859169757e-15
841,2.8835412833157376e-14
842,-6.459310858333239e-14
843,-4.457763376057987e-14
844,1.8439603495963487e-13
845,-2.1281601925543598e-13
846,9.392576893893447e-14
847,-2.0189645234497163e-14
848,8.350527856798184e-15
849,-3.8856188394329475e-14
850,-9.668906852354648e-15
851,4.097145899879031e-14
852,3.805391876641771e-14
853,2.330612328016163e-14
854,-9.954302825016714e-14
855,1.9783902871388395e-13
856,-1.7378090614857118e-13
857,-6.521272238610168e-14
858,9.333895826608841e-14
859,1.3760268334712573e-13
860,-1.4455911991892168e-13
861,6.400862441184847e-14
862,-1.2986930222635127e-13
863,9.845822284188784e-14
864,-5.038491864327004e-14
865,-3.146962508807256e-14
866,3.865724275847475e-14
867,4.765168618845555e-14
868,-1.1596015255096755e-14
869,-1.7518018907194807e-14
870,-9.738990354201604e-15
871,6.07788447771538e-14
872,-9.709678285090572e-14
873,1.3056789547899647e-13
874,-9.139938724850269e-14
875,-6.733530740233297e-14
876,1.1354269174874366e-13
877,9.399446612523202e-14
878,-1.608576884236395e-13
879,7.494749869772058e-14
880,-1.2012433883299868e-13
881,1.290649625544696e-13
882,-3.8155644293318976e-14
883,-2.1203296211228176e-15
884,3.923108899330598e-14
885,-4.7545765223074026e-14
886,1.3899492377883525e-13
887,-1.4888696255755544e-13
888,4.3972102695736766e-14
889,-5.764057817483e-14
890,-6.710933738532652e-14
891,7.847389121261431e-14
892,-1.5365862578065153e-14
893,6.133054809862444e-14
894,-5.019435421522693e-14
895,5.589157393488333e-14
896,-4.396763492663404e-14
897,6.717192051184499e-15
898,-5.4386754080727613e-14
899,8.624621513888572e-14
900,-8.879946819464517e-14
901,1.1053205942664395e-13
902,-1.2504066117733055e-13
903,1.0117407820503445e-13
904,-5.671431300158257e-14
905,3.6791355782430145e-14
906,-8.968477586020457e-14
907,2.3846205842350565e-14
908,1.3394652182153145e-13
909,-8.344873985027102e-14
910,-2.897307891819318e-14
911,-2.3805251522094528e-14
912,9.235957220492455e-14
913,-7.305440663160462e-14
914,-8.594565643632267e-14
915,1.3291172458755835e-13
916,1.2680523626819632e-13
917,-1.673410100752863e-13
918,-6.94370649830048e-14
919,1.2610452437817005e-13
920,-7.571752104361799e-14
921,1.7135659525643377e-14
922,1.9792519876055728e-14
923,-3.004896924659795e-14
924,7.028966962475166e-14
925,-4.3022561242672335e-14
926,5.966019331239777e-14
927,-7.894730164245716e-14
928,1.2024216990191844e-13
929,-3.444908335549083e-14
930,4.7796380410615165e-15
931,-1.3967491738756102e-13
932,2.915586539161061e-14
933,4.073423773149002e-14
934,-8.011201744020022e-14
935,9.089745370283827e-14
936,-3.2727674726056936e-14
937,9.051061122369753e-14
938,-1.1707879172157792e-13
939,7.133121653710233e-14
940,6.651134437557922e-14
941,-9.488130388114594e-14
942,5.5360257285303e-16
943,6.089260747138344e-14
944,-8.15398975451952e-14
945,1.8113081142038734e-14
946,4.4111202542350296e-14
947,6.752932499785004e-14
948,-1.8971016153946973e-13
949,1.0039090134919335e-13
950,1.72353060294406e-14
951,6.468923886052591e-14
952,-1.4540378859989496e-13
953,8.532158520406161e-14
954,-7.445237848627054e-16
955,-6.4741868825893856e-15
956,-7.066890168980273e-14
957,5.89479965787341e-14
958,5.934936352245074e-14
959,-8.037718249025555e-14
960,6.040802054121852e-14
961,-1.6240333134450567e-14
962,5.428955434012174e-15
963,4.361784472533872e-14
964,-1.5541346871518003e-14
965,-3.28667912804313e-14
966,3.3638388197141473e-14
967,-9.127183589842257e-14
968,1.1363664672106906e-13
969,-1.2399347081834893e-13
970,3.6425747721903696e-14
971,1.918829237886263e-13
972,-2.408323403126576e-13
973,1.0522040626597792e-13
974,1.206712641470114e-14
975,-1.2833296338374783e-13
976,-5.747084876201206e-15
977,4.7576541285957214e-14
978,1.5423551432041132e-14
979,3.570841988308821e-14
980,3.3201459164618606e-14
981,-6.201221765328309e-15
982,1.242356682467445e-13
983,-7.634951659621836e-14
984,-4.5081494344068624e-14
985,4.564497910501774e-16
986,-4.651296064714061e-15
987,9.056207936400301e-14
988,-9.100294969104206e-14
989,-5.0734208034089736e-14
990,1.4503250698011606e-13
991,4.8931473240150647e-14
992,-4.26867989370318e-14
993,-8.92378544192906e-15
994,-6.066559384789925e-16
995,-1.0615448281845823e-14
996,-3.792724677527879e-14
997,1.1632327071529742e-13
998,3.9819093591406656e-15
999,9.872818721633355e-14
1000,-7.499875660256228e-14
1001,6.504593199736615e-14
1002,7.074731501986989e-14
1003,-2.5244003361033215e-15
1004,-4.5979064465428194e-14
1005,1.4816683128694883e-13
