"# Channel 1"
"# Trace 1"
Frequency, Formatted Data, Formatted Data
+7.85700000000E+009, -2.96729994678E-001, +0.00000000000E+000
+7.85720000000E+009, -4.31049802593E-001, +0.00000000000E+000
+7.85740000000E+009, -3.83783307104E-001, +0.00000000000E+000
+7.85760000000E+009, -4.07460627342E-001, +0.00000000000E+000
+7.85780000000E+009, -1.34652429095E-001, +0.00000000000E+000
+7.85800000000E+009, -4.76999684230E-001, +0.00000000000E+000
+7.85820000000E+009, -3.11978311996E-001, +0.00000000000E+000
+7.85840000000E+009, -3.61077853475E-001, +0.00000000000E+000
+7.85860000000E+009, -1.64294749732E-001, +0.00000000000E+000
+7.85880000000E+009, -1.77435014576E-001, +0.00000000000E+000
+7.85900000000E+009, -4.47919968301E-001, +0.00000000000E+000
+7.85920000000E+009, -5.44371107781E-001, +0.00000000000E+000
+7.85940000000E+009, -1.34591567526E-001, +0.00000000000E+000
+7.85960000000E+009, -2.42106184246E-001, +0.00000000000E+000
+7.85980000000E+009, -6.62808224941E-001, +0.00000000000E+000
+7.86000000000E+009, -6.16876101769E-001, +0.00000000000E+000
+7.86020000000E+009, -2.27054620144E-001, +0.00000000000E+000
+7.86040000000E+009, -7.01797744486E-001, +0.00000000000E+000
+7.86060000000E+009, -4.80744547709E-001, +0.00000000000E+000
+7.86080000000E+009, -3.83437559032E-001, +0.00000000000E+000
+7.86100000000E+009, -5.37443903404E-001, +0.00000000000E+000
+7.86120000000E+009, -5.95853314059E-001, +0.00000000000E+000
+7.86140000000E+009, -6.39376116771E-001, +0.00000000000E+000
+7.86160000000E+009, -4.00244340516E-001, +0.00000000000E+000
+7.86180000000E+009, -5.79945653192E-001, +0.00000000000E+000
+7.86200000000E+009, -6.07412199370E-001, +0.00000000000E+000
+7.86220000000E+009, -6.60152356190E-001, +0.00000000000E+000
+7.86240000000E+009, -7.57959973143E-001, +0.00000000000E+000
+7.86260000000E+009, -7.44102355413E-001, +0.00000000000E+000
+7.86280000000E+009, -4.80147777228E-001, +0.00000000000E+000
+7.86300000000E+009, -6.69502072167E-001, +0.00000000000E+000
+7.86320000000E+009, -7.48785451090E-001, +0.00000000000E+000
+7.86340000000E+009, -7.66224103723E-001, +0.00000000000E+000
+7.86360000000E+009, -7.51322980663E-001, +0.00000000000E+000
+7.86380000000E+009, -7.64340543037E-001, +0.00000000000E+000
+7.86400000000E+009, -7.15784985418E-001, +0.00000000000E+000
+7.86420000000E+009, -5.72410392314E-001, +0.00000000000E+000
+7.86440000000E+009, -7.96249125488E-001, +0.00000000000E+000
+7.86460000000E+009, -4.92361462650E-001, +0.00000000000E+000
+7.86480000000E+009, -6.27191419966E-001, +0.00000000000E+000
+7.86500000000E+009, -7.10412870309E-001, +0.00000000000E+000
+7.86520000000E+009, -8.18445757302E-001, +0.00000000000E+000
+7.86540000000E+009, -8.91610012852E-001, +0.00000000000E+000
+7.86560000000E+009, -5.84839177986E-001, +0.00000000000E+000
+7.86580000000E+009, -5.00976137688E-001, +0.00000000000E+000
+7.86600000000E+009, -6.21146304819E-001, +0.00000000000E+000
+7.86620000000E+009, -8.55611334881E-001, +0.00000000000E+000
+7.86640000000E+009, -7.22911093316E-001, +0.00000000000E+000
+7.86660000000E+009, -6.98909132758E-001, +0.00000000000E+000
+7.86680000000E+009, -8.98192881351E-001, +0.00000000000E+000
+7.86700000000E+009, -7.74297910999E-001, +0.00000000000E+000
+7.86720000000E+009, -6.69373455480E-001, +0.00000000000E+000
+7.86740000000E+009, -6.18885173466E-001, +0.00000000000E+000
+7.86760000000E+009, -7.33812942250E-001, +0.00000000000E+000
+7.86780000000E+009, -7.91356412879E-001, +0.00000000000E+000
+7.86800000000E+009, -4.11103508406E-001, +0.00000000000E+000
+7.86820000000E+009, -7.11369812361E-001, +0.00000000000E+000
+7.86840000000E+009, -8.48913479840E-001, +0.00000000000E+000
+7.86860000000E+009, -6.89343849670E-001, +0.00000000000E+000
+7.86880000000E+009, -2.65852665277E-001, +0.00000000000E+000
+7.86900000000E+009, -5.64127357360E-001, +0.00000000000E+000
+7.86920000000E+009, -6.59579771700E-001, +0.00000000000E+000
+7.86940000000E+009, -6.56805940104E-001, +0.00000000000E+000
+7.86960000000E+009, -6.97131949859E-001, +0.00000000000E+000
+7.86980000000E+009, -8.13927907165E-001, +0.00000000000E+000
+7.87000000000E+009, -8.18070278711E-001, +0.00000000000E+000
+7.87020000000E+009, -7.29640255883E-001, +0.00000000000E+000
+7.87040000000E+009, -7.52016253052E-001, +0.00000000000E+000
+7.87060000000E+009, -6.29652810642E-001, +0.00000000000E+000
+7.87080000000E+009, -7.95907682077E-001, +0.00000000000E+000
+7.87100000000E+009, -7.22856121889E-001, +0.00000000000E+000
+7.87120000000E+009, -7.45665213929E-001, +0.00000000000E+000
+7.87140000000E+009, -7.00689659368E-001, +0.00000000000E+000
+7.87160000000E+009, -6.36584771074E-001, +0.00000000000E+000
+7.87180000000E+009, -8.69351746461E-001, +0.00000000000E+000
+7.87200000000E+009, -9.18505680036E-001, +0.00000000000E+000
+7.87220000000E+009, -6.58873501715E-001, +0.00000000000E+000
+7.87240000000E+009, -6.00917757044E-001, +0.00000000000E+000
+7.87260000000E+009, -7.29557657968E-001, +0.00000000000E+000
+7.87280000000E+009, -6.26300605162E-001, +0.00000000000E+000
+7.87300000000E+009, -7.70162625438E-001, +0.00000000000E+000
+7.87320000000E+009, -8.97768607153E-001, +0.00000000000E+000
+7.87340000000E+009, -8.54159197394E-001, +0.00000000000E+000
+7.87360000000E+009, -9.34647801554E-001, +0.00000000000E+000
+7.87380000000E+009, -6.15790973419E-001, +0.00000000000E+000
+7.87400000000E+009, -6.44065096198E-001, +0.00000000000E+000
+7.87420000000E+009, -7.70898025915E-001, +0.00000000000E+000
+7.87440000000E+009, -6.16535258832E-001, +0.00000000000E+000
+7.87460000000E+009, -3.67180082667E-001, +0.00000000000E+000
+7.87480000000E+009, -6.93778095082E-001, +0.00000000000E+000
+7.87500000000E+009, -6.85761350640E-001, +0.00000000000E+000
+7.87520000000E+009, -4.42542991386E-001, +0.00000000000E+000
+7.87540000000E+009, -6.31344328705E-001, +0.00000000000E+000
+7.87560000000E+009, -7.61795274580E-001, +0.00000000000E+000
+7.87580000000E+009, -6.38372164510E-001, +0.00000000000E+000
+7.87600000000E+009, -6.59853333240E-001, +0.00000000000E+000
+7.87620000000E+009, -6.41626247058E-001, +0.00000000000E+000
+7.87640000000E+009, -5.32090551396E-001, +0.00000000000E+000
+7.87660000000E+009, -6.00380086298E-001, +0.00000000000E+000
+7.87680000000E+009, -6.28869589842E-001, +0.00000000000E+000
+7.87700000000E+009, -6.34710916205E-001, +0.00000000000E+000
+7.87720000000E+009, -7.69202134318E-001, +0.00000000000E+000
+7.87740000000E+009, -4.25117464292E-001, +0.00000000000E+000
+7.87760000000E+009, -3.72815927679E-001, +0.00000000000E+000
+7.87780000000E+009, -6.45863262116E-001, +0.00000000000E+000
+7.87800000000E+009, -5.53865065367E-001, +0.00000000000E+000
+7.87820000000E+009, -5.93622636831E-001, +0.00000000000E+000
+7.87840000000E+009, -7.40173733673E-001, +0.00000000000E+000
+7.87860000000E+009, -5.11884358024E-001, +0.00000000000E+000
+7.87880000000E+009, -6.55646998952E-001, +0.00000000000E+000
+7.87900000000E+009, -3.62369781126E-001, +0.00000000000E+000
+7.87920000000E+009, -6.23047476887E-001, +0.00000000000E+000
+7.87940000000E+009, -6.06603412697E-001, +0.00000000000E+000
+7.87960000000E+009, -4.06548083706E-001, +0.00000000000E+000
+7.87980000000E+009, -5.68161916456E-001, +0.00000000000E+000
+7.88000000000E+009, -5.48516459408E-001, +0.00000000000E+000
+7.88020000000E+009, -4.34997252840E-001, +0.00000000000E+000
+7.88040000000E+009, -4.65533337335E-001, +0.00000000000E+000
+7.88060000000E+009, -4.61792823534E-001, +0.00000000000E+000
+7.88080000000E+009, -2.77840536606E-001, +0.00000000000E+000
+7.88100000000E+009, -3.76122966304E-001, +0.00000000000E+000
+7.88120000000E+009, -5.95278942153E-001, +0.00000000000E+000
+7.88140000000E+009, -4.28386027788E-001, +0.00000000000E+000
+7.88160000000E+009, -5.40850438608E-001, +0.00000000000E+000
+7.88180000000E+009, -4.41500589356E-001, +0.00000000000E+000
+7.88200000000E+009, -3.76693433220E-001, +0.00000000000E+000
+7.88220000000E+009, -4.42538966991E-001, +0.00000000000E+000
+7.88240000000E+009, -5.06901233390E-001, +0.00000000000E+000
+7.88260000000E+009, -2.45094984437E-001, +0.00000000000E+000
+7.88280000000E+009, -2.09827967236E-001, +0.00000000000E+000
+7.88300000000E+009, -3.75558087884E-001, +0.00000000000E+000
+7.88320000000E+009, -4.19774790191E-001, +0.00000000000E+000
+7.88340000000E+009, -3.37270206560E-001, +0.00000000000E+000
+7.88360000000E+009, -1.80545922625E-001, +0.00000000000E+000
+7.88380000000E+009, -2.67964070288E-001, +0.00000000000E+000
+7.88400000000E+009, -3.34866036807E-001, +0.00000000000E+000
+7.88420000000E+009, -1.48398929782E-001, +0.00000000000E+000
+7.88440000000E+009, -2.50471807320E-001, +0.00000000000E+000
+7.88460000000E+009, -8.68099078172E-002, +0.00000000000E+000
+7.88480000000E+009, -3.04821049647E-001, +0.00000000000E+000
+7.88500000000E+009, -2.27720439596E-001, +0.00000000000E+000
+7.88520000000E+009, -3.18203258291E-001, +0.00000000000E+000
+7.88540000000E+009, -9.04673430986E-002, +0.00000000000E+000
+7.88560000000E+009, -2.07577498361E-001, +0.00000000000E+000
+7.88580000000E+009, -2.05360044104E-001, +0.00000000000E+000
+7.88600000000E+009, -2.11054714649E-001, +0.00000000000E+000
+7.88620000000E+009, -1.87011883844E-001, +0.00000000000E+000
+7.88640000000E+009, -2.09503659326E-001, +0.00000000000E+000
+7.88660000000E+009, +1.35487054932E-001, +0.00000000000E+000
+7.88680000000E+009, -1.14768793502E-003, +0.00000000000E+000
+7.88700000000E+009, +2.32737076079E-002, +0.00000000000E+000
+7.88720000000E+009, -2.56256010601E-001, +0.00000000000E+000
+7.88740000000E+009, +1.24993713273E-001, +0.00000000000E+000
+7.88760000000E+009, -3.87799771133E-002, +0.00000000000E+000
+7.88780000000E+009, +4.33129456254E-002, +0.00000000000E+000
+7.88800000000E+009, -4.71785154216E-002, +0.00000000000E+000
+7.88820000000E+009, -1.94926571946E-001, +0.00000000000E+000
+7.88840000000E+009, +4.26175832554E-002, +0.00000000000E+000
+7.88860000000E+009, -1.48888898459E-001, +0.00000000000E+000
+7.88880000000E+009, -6.15441353522E-002, +0.00000000000E+000
+7.88900000000E+009, +1.59735342370E-001, +0.00000000000E+000
+7.88920000000E+009, +2.58196908893E-001, +0.00000000000E+000
+7.88940000000E+009, -1.13662443425E-001, +0.00000000000E+000
